Report year,Agency name,Is agency active,Administrating agency name,Portfolio,Nil return,Date created,Last return by agency,Staff spending 75 per cent plus time on FOI,Staff spending more than 0 less than 75 per cent time on FOI,Estimated APS staff hours where normal duties include FOI,Estimated SES staff hours where normal duties include FOI,Estimated staff hours APS 6 and EL1 to 2 involved in FOI,Estimated staff hours APS 1 to 5 involved in FOI,Estimated staff hours ministers and advisers involved in FOI,Estimated staff hours other ministerial staff involved in FOI,Staff spending 75 per cent time plus on IPS,Staff spending more than 0 less than 75 per cent time on IPS,Estimated APS staff hours where normal duties include IPS,Estimated SES staff hours where normal duties include IPS,Estimated staff hours APS 6 and EL1 to 2 involved in IPS,Estimated staff hours APS 1 to 5 involved in IPS,Admin costs FOI AUD,Admin costs IPS AUD,Legal costs FOI AUD,Legal costs IPS AUD,Litigation costs FOI AUD,Litigation costs IPS AUD,Training costs FOI AUD,Training costs IPS AUD,Other costs FOI AUD,Other costs IPS  AUD
2011-2012,Ctee's estab'd under Tradesmen's Rights Regulation Act 1946,TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,31/07/2012 13:45,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,"Dept of Industry, Innovation, Science, Research and Tertiary Education",TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",FALSE,30/07/2012 12:42,FALSE,4,23,9800,1800,6000,2000,0,0,0,30,3000,720,300,1900,1400,0,0,0,0,0,0,0,0,0
2011-2012,Designs Office,TRUE,Designs Office,"Industry, Innovation, Science, Research and Tertiary Education",TRUE,24/07/2012 12:39,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister Assisting for Industry and Innovation,TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,31/07/2012 13:48,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for Industry and Innovation,TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,31/07/2012 13:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,"Minister for Innovation, Industry, Science and Research",FALSE,No data,"Industry, Innovation, Science, Research and Tertiary Education",TRUE,15/06/2012 16:21,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for Manufacturing,FALSE,No data,"Industry, Innovation, Science, Research and Tertiary Education",TRUE,15/06/2012 16:17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for Small Business,TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,31/07/2012 13:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,"Minister for Tertiary Education, Skills, Science and Research ",TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,31/07/2012 14:31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Parliamentary Secretary for Higher Education and Skills,TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,31/07/2012 13:48,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Parliamentary Secretary for Industry and Innovation,TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,31/07/2012 13:50,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Patent and Trade Marks Attorneys Disciplinary Tribunal,TRUE,Designs Office,"Industry, Innovation, Science, Research and Tertiary Education",TRUE,9/07/2012 14:20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Patent Office,TRUE,Designs Office,"Industry, Innovation, Science, Research and Tertiary Education",TRUE,24/07/2012 12:43,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Plant Breeder's Rights Advisory Committee,TRUE,Designs Office,"Industry, Innovation, Science, Research and Tertiary Education",TRUE,9/07/2012 16:07,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Professional Standards Board for Patent and Trade Marks Attorneys,TRUE,Designs Office,"Industry, Innovation, Science, Research and Tertiary Education",TRUE,12/07/2012 11:11,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Skills Australia Board,TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,31/07/2012 13:46,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,The Contributions Review Panel,TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,19/07/2012 11:45,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,The Education Investment Fund Advisory Board ,TRUE,"Dept of Industry, Innovation, Science, Research and Tertiary Education","Industry, Innovation, Science, Research and Tertiary Education",TRUE,31/07/2012 13:47,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Trade Marks Office,TRUE,Designs Office,"Industry, Innovation, Science, Research and Tertiary Education",FALSE,24/07/2012 12:57,FALSE,2,10,7850,0,900,0,0,0,0,6,300,0,0,0,12052,0,0,0,0,0,890,0,0,0
2011-2012,Airservices Australia,TRUE,No data,Infrastructure and Transport,FALSE,23/07/2012 10:35,FALSE,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3500,0,0,0,800,0,0,0
2011-2012,Australian Maritime Safety Authority,TRUE,No data,Infrastructure and Transport,FALSE,25/07/2012 9:44,FALSE,0,6,84,3,1,0,0,0,0,2,3,0,0,0,351,0,0,0,0,0,0,0,0,0
2011-2012,Australian Transport Safety Bureau,TRUE,No data,Infrastructure and Transport,FALSE,27/01/2012 12:12,FALSE,1,7,60,2,12,0,0,0,0,3,10,0,5,0,400,34,0,0,0,0,0,0,0,0
2011-2012,Civil Aviation Safety Authority,TRUE,No data,Infrastructure and Transport,FALSE,11/07/2012 13:31,FALSE,1,3,2400,0,100,100,0,0,0,1,25,0,0,0,500,0,0,0,0,0,890,0,0,0
2011-2012,Department of Infrastructure and Transport,TRUE,Department of Infrastructure and Transport,Infrastructure and Transport,FALSE,6/07/2012 13:36,FALSE,2,2,2554,193,406,510,67,33,1,3,120,10,40,40,1585,0,0,0,0,0,890,0,0,0
2011-2012,Infrastructure Australia,TRUE,Department of Infrastructure and Transport,Infrastructure and Transport,FALSE,16/07/2012 10:58,FALSE,0,2,1,15,60,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,International Air Services Commission,TRUE,Department of Infrastructure and Transport,Infrastructure and Transport,TRUE,6/07/2012 16:22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Marine Council,TRUE,Department of Infrastructure and Transport,Infrastructure and Transport,TRUE,6/07/2012 16:23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for Infrastructure and Transport,TRUE,Department of Infrastructure and Transport,Infrastructure and Transport,FALSE,6/07/2012 13:40,FALSE,0,14,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,National Transport Commission,TRUE,Department of Infrastructure and Transport,Infrastructure and Transport,FALSE,12/07/2012 11:12,FALSE,0,3,40,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0
2011-2012,Parliamentary Secretary for Infrastructure and Transport,TRUE,Department of Infrastructure and Transport,Infrastructure and Transport,TRUE,6/07/2012 16:22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian Institute of Family Studies,TRUE,No data,Prime Minister and Cabinet,TRUE,4/07/2012 15:26,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian Public Service Commission,TRUE,Australian Public Service Commission,Prime Minister and Cabinet,FALSE,16/05/2012 13:44,FALSE,0,29,1051,188,221,50,0,0,0,12,160,20,20,0,800,250,9496,0,0,0,0,0,0,0
2011-2012,Cabinet Secretary,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,30/07/2012 11:28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Commonwealth Ombudsman,TRUE,No data,Prime Minister and Cabinet,FALSE,19/07/2012 11:06,FALSE,4,3,4272,30,0,182,0,0,0,0,0,0,0,0,4950,0,49340,0,0,0,200,0,0,0
2011-2012,Defence Force Remuneration Tribunal,TRUE,No data,Prime Minister and Cabinet,TRUE,2/07/2012 12:54,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Department of the Prime Minister and Cabinet,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,9/05/2012 9:34,FALSE,10,7,8974,163,611,112,120,0,0,13,46,0,0,0,841,0,0,0,38453,0,2955,0,0,0
2011-2012,Merit Protection Commissioner,TRUE,Australian Public Service Commission,Prime Minister and Cabinet,FALSE,20/07/2012 16:35,FALSE,0,9,337,14,51,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0
2011-2012,Minister Assisting the Prime Minister on Mental Health Reform,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,30/07/2012 11:29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister Assisting the Prime Minister on the Centenary of ANZAC,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,30/07/2012 11:28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for Social Inclusion,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,30/07/2012 11:28,FALSE,0,6,8,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for the Public Service and Integrity,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,30/07/2012 11:29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Office of the Official Secretary to the Governor-General,TRUE,No data,Prime Minister and Cabinet,FALSE,3/07/2012 10:56,FALSE,0,2,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,100318,0,0,0,0,0
2011-2012,Parliamentary Secretary to the Prime Minister,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,30/07/2012 11:28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Prime Minister,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,13/07/2012 12:02,FALSE,0,20,174,0,0,0,168,0,0,4,3,0,0,0,0,0,913,0,109656,0,0,0,0,0
2011-2012,Remuneration Tribunal,TRUE,No data,Prime Minister and Cabinet,FALSE,10/07/2012 10:29,FALSE,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australia Council for the Arts,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,12/07/2012 10:00,FALSE,0,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,"Australian Film, Television and Radio School",TRUE,No data,"Regional Australia, Local Government, Arts and Sports",TRUE,5/07/2012 15:19,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian National Maritime Museum,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",TRUE,6/07/2012 13:11,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian Sports Anti-Doping Authority,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,31/07/2012 10:03,FALSE,0,9,45,10,7,18,0,0,0,2,10,0,0,0,0,0,4239,0,0,0,0,0,0,0
2011-2012,Australian Sports Commission,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,27/01/2012 12:12,FALSE,0,3,58,0,0,0,0,2,0,1,10,0,0,0,200,0,0,0,0,0,909,0,0,0
2011-2012,"Department of Regional Australia, Local Government, Arts and Sport",TRUE,"Department of Regional Australia, Local Government, Arts and Sport","Regional Australia, Local Government, Arts and Sports",FALSE,27/07/2012 12:06,FALSE,1,2,2300,15,40,20,1,0,1,1,766,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Film Certification Advisory Board,TRUE,"Department of Regional Australia, Local Government, Arts and Sport","Regional Australia, Local Government, Arts and Sports",TRUE,1/08/2012 10:24,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,"Minister for Regional Australia, Regional Development and Local Govt",TRUE,"Department of Regional Australia, Local Government, Arts and Sport","Regional Australia, Local Government, Arts and Sports",TRUE,1/08/2012 10:16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for Sport,TRUE,"Department of Regional Australia, Local Government, Arts and Sport","Regional Australia, Local Government, Arts and Sports",TRUE,1/08/2012 10:22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for the Arts,TRUE,"Department of Regional Australia, Local Government, Arts and Sport","Regional Australia, Local Government, Arts and Sports",TRUE,1/08/2012 10:25,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Museum of Australian Democracy,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,3/07/2012 9:19,FALSE,0,4,12,1,13,0,0,0,0,3,3,2,2,0,54,0,0,0,0,0,0,0,0,0
2011-2012,National Archives of Australia,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,27/07/2012 8:21,FALSE,0,1,131,15,3,131,0,0,0,1,2,0,0,2,11916,88,33139,0,0,0,890,0,0,0
2011-2012,National Capital Authority,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,11/07/2012 10:16,FALSE,0,8,295,5,0,10,1,0,0,3,10,0,25,0,450,0,5000,0,0,0,700,0,240,0
2011-2012,National Film and Sound Archive,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,27/01/2012 12:12,FALSE,0,1,90,1,2,1,0,0,0,4,55,10,40,0,100,100,2000,0,0,0,0,300,0,0
2011-2012,National Gallery of Australia,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,9/07/2012 10:38,FALSE,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,National Library of Australia,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,9/07/2012 14:00,FALSE,0,8,18,11,0,22,0,0,0,1,0,0,0,2,0,0,3943,0,0,0,0,0,0,0
2011-2012,National Museum of Australia,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,20/07/2012 9:12,FALSE,0,2,1,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Public Lending Right Committee,TRUE,"Department of Regional Australia, Local Government, Arts and Sport","Regional Australia, Local Government, Arts and Sports",TRUE,1/08/2012 10:24,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Screen Australia,TRUE,No data,"Regional Australia, Local Government, Arts and Sports",FALSE,19/07/2012 18:52,FALSE,0,4,10,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
2011-2012,Sport and Recreation Ministers' Council,TRUE,"Department of Regional Australia, Local Government, Arts and Sport","Regional Australia, Local Government, Arts and Sports",TRUE,1/08/2012 10:23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,"Department of Resources, Energy and Tourism",TRUE,"Department of Resources, Energy and Tourism","Resources, Energy and Tourism",FALSE,27/01/2012 12:12,FALSE,1,20,560,120,200,0,60,0,0,5,5,0,0,0,2652,0,0,0,0,0,0,0,0,0
2011-2012,Geoscience Australia,TRUE,"Department of Resources, Energy and Tourism","Resources, Energy and Tourism",FALSE,5/07/2012 12:25,FALSE,0,3,450,10,20,20,0,0,0,3,80,2,5,2,500,0,700,0,0,0,1780,0,0,0
2011-2012,Minister Assisting the Minister for Tourism,FALSE,No data,"Resources, Energy and Tourism",TRUE,15/06/2012 16:08,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for Resources and Energy,TRUE,"Department of Resources, Energy and Tourism","Resources, Energy and Tourism",TRUE,10/07/2012 10:50,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for Tourism,TRUE,"Department of Resources, Energy and Tourism","Resources, Energy and Tourism",TRUE,10/07/2012 10:51,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,National Offshore Petroleum Safety Authority,TRUE,No data,"Resources, Energy and Tourism",FALSE,5/07/2012 16:48,FALSE,1,7,2140,0,110,15,0,0,0,8,110,0,15,0,3400,0,3000,0,135000,0,0,0,0,0
2011-2012,Offshore Minerals Joint Authority,TRUE,"Department of Resources, Energy and Tourism","Resources, Energy and Tourism",TRUE,10/07/2012 10:52,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Tourism Australia,TRUE,No data,"Resources, Energy and Tourism",FALSE,6/07/2012 11:14,FALSE,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1000,0,0,0,0,0,0,0
2011-2012,Australian Heritage Council,TRUE,"Dept of Sustainability, Environment, Water, Population and Communities","Sustainability, Environment, Water, Population and Communities",TRUE,26/07/2012 10:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Bureau of Meteorology,TRUE,No data,"Sustainability, Environment, Water, Population and Communities",FALSE,9/07/2012 12:59,FALSE,0,30,155,34,59,0,0,0,0,2,30,2,0,0,0,0,24460,0,0,0,800,0,0,0
2011-2012,Commonwealth Environmental Water Holder,TRUE,"Dept of Sustainability, Environment, Water, Population and Communities","Sustainability, Environment, Water, Population and Communities",TRUE,26/07/2012 10:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,"Dept of Sustainability, Environment, Water, Population and Communities",TRUE,"Dept of Sustainability, Environment, Water, Population and Communities","Sustainability, Environment, Water, Population and Communities",FALSE,27/01/2012 12:12,FALSE,1,4,3100,117,1033,544,0,0,1,3,200,52,260,0,1003,0,17276,6768,0,0,890,0,0,0
2011-2012,Director of National Parks,TRUE,"Dept of Sustainability, Environment, Water, Population and Communities","Sustainability, Environment, Water, Population and Communities",FALSE,16/07/2012 9:39,FALSE,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Great Barrier Reef Marine Park Authority,TRUE,No data,"Sustainability, Environment, Water, Population and Communities",FALSE,19/07/2012 10:21,FALSE,0,26,183,0,100,15,0,0,0,10,320,2,43,4,30,0,0,0,0,0,1780,0,0,0
2011-2012,"Min for Sustainability, Environment, Water, Population and Communities",TRUE,"Dept of Sustainability, Environment, Water, Population and Communities","Sustainability, Environment, Water, Population and Communities",TRUE,27/01/2012 12:12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Murray-Darling Basin Authority,TRUE,No data,"Sustainability, Environment, Water, Population and Communities",FALSE,4/07/2012 12:08,FALSE,0,35,301,54,528,47,0,0,0,10,33,2,29,0,0,0,21330,0,0,0,2403,0,0,0
2011-2012,National Environment Protection Council,TRUE,"Dept of Sustainability, Environment, Water, Population and Communities","Sustainability, Environment, Water, Population and Communities",TRUE,26/07/2012 10:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,National Environment Protection Council Service Corporation,TRUE,"Dept of Sustainability, Environment, Water, Population and Communities","Sustainability, Environment, Water, Population and Communities",TRUE,26/07/2012 10:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,National Water Commission,TRUE,No data,"Sustainability, Environment, Water, Population and Communities",FALSE,1/08/2012 10:27,FALSE,0,6,0,2,24,0,0,0,0,3,0,2,12,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Parliamentary Secretary for Sustainability and Urban Water,TRUE,"Dept of Sustainability, Environment, Water, Population and Communities","Sustainability, Environment, Water, Population and Communities",TRUE,23/07/2012 14:37,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Sydney Harbour Federation Trust,TRUE,No data,"Sustainability, Environment, Water, Population and Communities",FALSE,19/06/2012 13:44,FALSE,0,2,0,0,15,0,0,0,0,2,0,0,25,0,0,0,1578,0,0,0,0,0,0,0
2011-2012,Water Efficiency Labelling and Standards Regulator,TRUE,"Dept of Sustainability, Environment, Water, Population and Communities","Sustainability, Environment, Water, Population and Communities",TRUE,26/07/2012 10:48,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,The Administration of Norfolk Island,TRUE,No data,The Administration of Norfolk Island,FALSE,20/07/2012 14:14,FALSE,0,11,0,0,35,0,0,2,0,6,0,0,24,0,50,0,0,0,0,0,0,0,0,0
2011-2012,Assistant Treasurer,TRUE,Department of the Treasury,Treasury,FALSE,4/07/2012 15:25,FALSE,0,2,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Auditing and Assurance Standards Board,TRUE,No data,Treasury,TRUE,11/07/2012 9:32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian Accounting Standards Board,TRUE,No data,Treasury,TRUE,17/07/2012 14:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian Bureau of Statistics,TRUE,Australian Bureau of Statistics,Treasury,FALSE,6/07/2012 14:53,FALSE,0,4,102,23,135,10,0,0,0,4,10,0,20,5,0,0,0,0,0,0,2000,0,0,0
2011-2012,Australian Competition and Consumer Commission,TRUE,Australian Competition and Consumer Commission,Treasury,FALSE,28/06/2012 11:01,FALSE,3,17,7,62,1306,2992,0,0,0,5,0,0,56,15,19284,20,124117,0,0,0,0,1000,0,0
2011-2012,Australian Competition Tribunal,TRUE,No data,Treasury,TRUE,2/08/2012 9:15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian Energy Regulator,TRUE,Australian Competition and Consumer Commission,Treasury,TRUE,18/07/2012 13:47,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian Prudential Regulation Authority,TRUE,No data,Treasury,FALSE,20/04/2012 12:37,FALSE,0,11,395,164,64,14,0,0,0,2,16,0,0,0,0,0,0,0,0,0,13625,0,0,0
2011-2012,Australian Reinsurance Pool Corporation,TRUE,Department of the Treasury,Treasury,TRUE,4/07/2012 13:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian Securities and Investments Commission,TRUE,No data,Treasury,FALSE,4/07/2012 13:59,FALSE,1,58,3128,50,900,45,0,0,0,4,400,10,68,5,0,0,9287,0,0,0,18880,0,0,0
2011-2012,Australian Statistics Advisory Council,TRUE,Australian Bureau of Statistics,Treasury,TRUE,6/07/2012 14:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Australian Taxation Office,TRUE,No data,Treasury,FALSE,31/07/2012 16:37,FALSE,28,33,56000,1400,14000,3000,0,0,3,0,7500,200,1300,0,44143,0,3030942,0,478392,0,3645,835,0,57300
2011-2012,Commonwealth Grants Commission,TRUE,No data,Treasury,TRUE,18/07/2012 11:03,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Companies Auditors and Liquidators Disciplinary Board,TRUE,Department of the Treasury,Treasury,TRUE,4/07/2012 13:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Corporations and Markets Advisory Committee,TRUE,No data,Treasury,TRUE,30/01/2012 9:15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Department of the Treasury,TRUE,Department of the Treasury,Treasury,FALSE,2/07/2012 8:38,FALSE,5,333,10335,1540,770,770,30,70,0,1,488,0,0,0,0,0,8263,0,0,0,3952,0,0,0
2011-2012,Financial Reporting Council,TRUE,Department of the Treasury,Treasury,TRUE,4/07/2012 13:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Financial Reporting Panel,TRUE,Department of the Treasury,Treasury,TRUE,4/07/2012 13:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Inspector-General of Taxation,TRUE,No data,Treasury,TRUE,6/07/2012 15:43,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Minister for Financial Services and Superannuation,TRUE,Department of the Treasury,Treasury,TRUE,4/07/2012 13:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,National Competition Council,TRUE,No data,Treasury,FALSE,3/07/2012 11:35,FALSE,0,2,1,1,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,Parliamentary Secretary to the Treasurer,TRUE,Department of the Treasury,Treasury,TRUE,4/07/2012 13:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
