Report year,Agency name,Is agency active,Administrating Agency Name,Portfolio,Nil return,Date created,Last return by agency,Staff spending 75 per cent plus time on FOI,Staff spending more than 0 less than 75 per cent time on FOI,Estimated APS staff hours where normal duties include FOI,Estimated SES staff hours where normal duties include FOI,Estimated staff hours APS 6 and EL1 to 2 involved in FOI,Estimated staff hours APS 1 to 5 involved in FOI,Estimated staff hours ministers and advisers involved in FOI,Estimated staff hours other ministerial staff involved in FOI,Staff spending 75 per cent time plus on IPS,Staff spending more than 0 less than 75 per cent time on IPS,Estimated APS staff hours where normal duties include IPS,Estimated SES staff hours where normal duties include IPS,Estimated staff hours APS 6 and EL1 to 2 involved in IPS,Estimated staff hours APS 1 to 5 involved in IPS,Admin costs FOI AUD,Admin costs IPS AUD,Legal costs FOI AUD,Legal costs IPS AUD,Litigation costs FOI AUD,Litigation costs IPS AUD,Training costs FOI AUD,Training costs IPS AUD,Other costs FOI AUD,Other costs IPS AUD
2014-2015,Minister for Indigenous Affairs,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,10/08/2015 11:09,FALSE,0,3,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Office of the Independent National Security Legislation Monitor (INSLM),TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,5/08/2015 14:23,FALSE,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Office of the Official Secretary to the Governor-General,TRUE,No data,Prime Minister and Cabinet,FALSE,9/07/2015 13:32,FALSE,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Office of the Registrar of Indigenous Corporations,TRUE,No data,Prime Minister and Cabinet,FALSE,22/07/2015 16:56,FALSE,0,25,1010,60,50,40,0,0,0,2,2,0,0,0,0,0,4024,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Prime Minister,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,10/08/2015 10:31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Prime Minister,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,21/07/2015 11:17,FALSE,0,14,1012,0,0,0,192,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Remuneration Tribunal,TRUE,No data,Prime Minister and Cabinet,FALSE,7/07/2015 8:57,FALSE,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Torres Strait Regional Authority,TRUE,No data,Prime Minister and Cabinet,FALSE,25/06/2015 15:20,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4861,0,0,0,0,0,0,0
2014-2015,Wreck Bay Aboriginal Community Council ,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,10/08/2015 11:16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Assistant Minister for Social Services,TRUE,Department of Social Services,Social Services,FALSE,21/07/2015 14:35,FALSE,0,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Aged Care Quality Agency,TRUE,No data,Social Services,FALSE,4/08/2015 10:21,FALSE,0,2,0,0,0,160,0,0,0,0,0,0,0,0,0,0,32608,0,0,0,920,0,0,0
2014-2015,Australian Hearing,TRUE,No data,Social Services,FALSE,21/01/2015 13:56,FALSE,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0
2014-2015,Australian Institute of Family Studies,TRUE,No data,Social Services,TRUE,9/07/2015 15:02,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Department of Human Services,TRUE,Department of Human Services,Social Services,FALSE,31/07/2015 12:29,FALSE,35,609,63000,2160,4464,20352,150,150,0,7,96,94,48,72,68707,0,26600,0,49040,0,4405,0,0,0
2014-2015,Department of Social Services,TRUE,Department of Social Services,Social Services,FALSE,1/07/2015 14:58,FALSE,8,3,11250,100,1010,202,90,10,0,2,55,10,20,0,7168,0,2222,0,0,0,5520,0,0,0
2014-2015,Minister for Human Services,TRUE,Department of Human Services,Social Services,FALSE,31/07/2015 12:42,FALSE,0,4,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Social Services,TRUE,Department of Social Services,Social Services,FALSE,8/07/2015 9:19,FALSE,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Disability Insurance Agency,TRUE,No data,Social Services,FALSE,29/07/2015 14:57,FALSE,0,2,155,15,20,5,0,0,0,1,40,0,0,0,0,0,0,0,0,0,600,0,0,0
2014-2015,Office of the Aged Care Commissioner,TRUE,No data,Social Services,FALSE,24/07/2015 9:34,FALSE,0,3,1,0,2,0,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for Social Services,TRUE,Department of Social Services,Social Services,TRUE,8/07/2015 15:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Social Security Appeals Tribunal,TRUE,No data,Social Services,FALSE,29/06/2015 18:27,TRUE,0,3,70,0,0,0,0,0,0,3,40,0,0,0,200,0,8793,0,0,0,0,0,0,0
2014-2015,Assistant Treasurer,TRUE,Department of the Treasury,Treasury,FALSE,30/07/2015 9:59,FALSE,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Auditing and Assurance Standards Board,TRUE,No data,Treasury,TRUE,6/07/2015 15:14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Accounting Standards Board,TRUE,No data,Treasury,TRUE,17/07/2015 13:20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Bureau of Statistics,TRUE,Australian Bureau of Statistics,Treasury,FALSE,10/07/2015 10:02,FALSE,0,40,92,11,43,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Charities and Not-for-Profits Commission,TRUE,No data,Treasury,FALSE,13/07/2015 15:40,FALSE,0,3,145,0,20,0,0,0,0,3,50,0,3,0,0,0,0,0,0,0,3790,0,0,0
2014-2015,Australian Competition and Consumer Commission,TRUE,Australian Competition and Consumer Commission,Treasury,FALSE,10/07/2015 9:35,FALSE,2,3,3357,3,1062,79,0,0,0,1,10,0,0,0,24540,0,0,0,0,0,0,0,0,0
2014-2015,Australian Competition Tribunal,TRUE,No data,Treasury,TRUE,4/08/2015 15:08,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Energy Regulator,TRUE,Australian Competition and Consumer Commission,Treasury,TRUE,17/07/2015 14:20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Prudential Regulation Authority,TRUE,No data,Treasury,FALSE,9/07/2015 11:19,FALSE,1,16,784,30,344,86,0,0,0,5,7,14,57,0,0,0,0,0,3285,0,236,0,0,0
2014-2015,Australian Reinsurance Pool Corporation,TRUE,Department of the Treasury,Treasury,TRUE,30/07/2015 9:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Securities and Investments Commission,TRUE,No data,Treasury,FALSE,17/07/2015 10:21,FALSE,1,55,2400,10,1488,100,0,0,1,0,50,0,0,0,0,0,0,0,11325,0,48070,0,0,0
2014-2015,Australian Taxation Office,TRUE,No data,Treasury,FALSE,9/07/2015 9:28,FALSE,22,70,33000,100,16800,3750,0,0,0,6,70,2,7,4,32000,0,68306,0,77984,0,5400,0,0,0
2014-2015,Clean Energy Finance Corporation,TRUE,No data,Treasury,FALSE,4/11/2014 15:49,FALSE,0,4,14,1,0,0,0,0,0,2,2,0,0,0,200,0,0,0,0,0,406,0,0,0
2014-2015,Commonwealth Grants Commission,TRUE,No data,Treasury,TRUE,17/04/2015 11:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Companies Auditors and Liquidators Disciplinary Board,TRUE,Department of the Treasury,Treasury,TRUE,30/07/2015 9:33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Corporations and Markets Advisory Committee,TRUE,No data,Treasury,TRUE,17/07/2015 7:22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Department of the Treasury,TRUE,Department of the Treasury,Treasury,FALSE,31/07/2015 12:13,FALSE,1,8,5850,516,2208,167,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0
2014-2015,Financial Reporting Council,TRUE,Department of the Treasury,Treasury,TRUE,30/07/2015 9:45,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Inspector-General of Taxation,TRUE,No data,Treasury,FALSE,21/07/2015 14:05,FALSE,0,5,48,15,60,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Small Business,TRUE,Department of the Treasury,Treasury,FALSE,30/07/2015 9:46,FALSE,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Competition Council,TRUE,No data,Treasury,TRUE,4/08/2015 15:12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Treasurer,TRUE,Department of the Treasury,Treasury,TRUE,30/07/2015 9:58,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Productivity Commission,TRUE,No data,Treasury,TRUE,17/07/2015 10:09,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Reserve Bank of Australia,TRUE,No data,Treasury,FALSE,21/07/2015 14:46,FALSE,0,27,214,15,51,43,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2014-2015,Superannuation Complaints Tribunal,TRUE,No data,Treasury,FALSE,22/07/2015 16:07,FALSE,0,3,65,0,3,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0
2014-2015,Takeovers Panel,TRUE,Department of the Treasury,Treasury,TRUE,30/07/2015 9:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Tax Practitioners Board,TRUE,No data,Treasury,FALSE,2/07/2015 10:36,FALSE,0,3,3,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Treasurer,TRUE,Department of the Treasury,Treasury,FALSE,30/07/2015 10:14,FALSE,2,6,205,15,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,The Administration of Norfolk Island,TRUE,No data,x Norfolk Island (An external territory),FALSE,12/07/2015 12:57,FALSE,0,2,15,0,1,0,0,0,0,1,3,0,0,0,100,20,50,0,0,0,0,0,0,0
