Report year,Agency name,Is agency active,Administrating Agency Name,Portfolio,Nil return,Date created,Last return by agency,Staff spending 75 per cent plus time on FOI,Staff spending more than 0 less than 75 per cent time on FOI,Estimated APS staff hours where normal duties include FOI,Estimated SES staff hours where normal duties include FOI,Estimated staff hours APS 6 and EL1 to 2 involved in FOI,Estimated staff hours APS 1 to 5 involved in FOI,Estimated staff hours ministers and advisers involved in FOI,Estimated staff hours other ministerial staff involved in FOI,Staff spending 75 per cent time plus on IPS,Staff spending more than 0 less than 75 per cent time on IPS,Estimated APS staff hours where normal duties include IPS,Estimated SES staff hours where normal duties include IPS,Estimated staff hours APS 6 and EL1 to 2 involved in IPS,Estimated staff hours APS 1 to 5 involved in IPS,Admin costs FOI AUD,Admin costs IPS AUD,Legal costs FOI AUD,Legal costs IPS AUD,Litigation costs FOI AUD,Litigation costs IPS AUD,Training Costs FOI AUD,Training Costs IPS AUD,Other costs FOI AUD,Other costs IPS AUS
2015-2016,Assistant Minister for Productivity,FALSE,No data,Prime Minister and Cabinet,TRUE,28/07/2016 16:20,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister to the Prime Minister,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2016 16:26,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Public Service Commission,TRUE,Australian Public Service Commission,Prime Minister and Cabinet,FALSE,29/07/2016 10:27,FALSE,0,20,480,80,40,40,0,0,0,4,10,4,10,0,500,250,0,0,0,0,0,0,0,0
2015-2016,Cabinet Secretary,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2016 16:19,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Commonwealth Ombudsman,TRUE,No data,Prime Minister and Cabinet,FALSE,19/07/2016 13:11,FALSE,0,4,683,3,5,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,2760,0,0,0
2015-2016,Defence Force Remuneration Tribunal,TRUE,Remuneration Tribunal,Prime Minister and Cabinet,FALSE,01/08/2016 14:28,FALSE,0,2,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Department of the Prime Minister and Cabinet,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,03/08/2016 18:19,FALSE,8,6,9762,1717,3435,1717,0,0,0,0,0,0,0,0,0,0,4493,0,49116,0,836,0,0,0
2015-2016,Executive Director of Township Leasing,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,05/07/2016 17:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Indigenous Business Australia,TRUE,No data,Prime Minister and Cabinet,TRUE,04/08/2016 8:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Indigenous Land Corporation,TRUE,No data,Prime Minister and Cabinet,FALSE,04/08/2016 9:55,FALSE,0,5,80,10,0,0,0,0,0,0,0,0,0,0,0,0,29146,0,0,0,0,0,0,0
2015-2016,Merit Protection Commissioner,TRUE,Australian Public Service Commission,Prime Minister and Cabinet,FALSE,29/07/2016 14:28,FALSE,0,10,80,5,20,2,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0
2015-2016,Minister Assisting the Cabinet Secretary,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2016 16:22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister Assisting the Prime Minister for Counter-Terrorism,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2016 16:24,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,MInister Assisting the Prime Minister for Digital Government,FALSE,No data,Prime Minister and Cabinet,TRUE,28/07/2016 16:19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister Assisting the Prime Minister for the Public Service,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2016 16:12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister Assisting the Prime Minister for Women,FALSE,No data,Prime Minister and Cabinet,TRUE,23/06/2016 15:45,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Indigenous Affairs,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,28/07/2016 16:08,FALSE,0,3,80,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Women,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2016 16:25,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Office of the Independent National Security Legislation Monitor (INSLM),TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,28/07/2016 16:06,FALSE,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Office of the Official Secretary to the Governor-General,TRUE,No data,Prime Minister and Cabinet,FALSE,27/07/2016 17:29,FALSE,6,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Office of the Registrar of Indigenous Corporations,TRUE,No data,Prime Minister and Cabinet,FALSE,05/07/2016 16:44,FALSE,0,20,1030,1490,254,77,0,0,0,4,195,10,0,0,1500,0,0,0,18000,0,920,0,0,0
2015-2016,Parliamentary Secretary to the Prime Minister,FALSE,No data,Prime Minister and Cabinet,TRUE,18/10/2015 10:11,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Prime Minister,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,28/07/2016 16:02,FALSE,0,17,959,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Remuneration Tribunal,TRUE,Remuneration Tribunal,Prime Minister and Cabinet,FALSE,01/08/2016 14:34,FALSE,0,2,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Torres Strait Regional Authority,TRUE,No data,Prime Minister and Cabinet,TRUE,28/07/2016 11:02,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Wreck Bay Aboriginal Community Council ,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,12/07/2016 9:28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister for Multicultural Affairs,FALSE,No data,Social Services,TRUE,06/07/2016 15:44,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister for Social Services and Disability Services,TRUE,Department of Social Services,Social Services,TRUE,06/07/2016 15:44,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister for Social Services and Multicultural Affairs,TRUE,Department of Social Services,Social Services,FALSE,01/07/2016 15:49,TRUE,0,1,0,0,0,0,5,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
2015-2016,Australian Aged Care Quality Agency,TRUE,No data,Social Services,FALSE,19/07/2016 9:36,FALSE,0,2,0,0,50,320,0,0,0,0,0,0,0,0,0,0,43000,0,0,0,0,0,0,0
2015-2016,Australian Hearing,TRUE,No data,Social Services,TRUE,06/07/2016 11:27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Institute of Family Studies,TRUE,No data,Social Services,TRUE,13/07/2016 10:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Department of Human Services,TRUE,Department of Human Services,Social Services,FALSE,18/07/2016 15:01,FALSE,35,633,70900,1100,3880,38800,2,2,0,7,100,50,50,50,17350,0,4985,0,0,0,0,0,0,0
2015-2016,Department of Social Services,TRUE,Department of Social Services,Social Services,FALSE,15/09/2015 9:57,FALSE,5,0,5940,118,803,311,14,3,0,1,11,0,25,0,2710,50,0,0,0,0,1800,0,0,0
2015-2016,Minister for Human Services,TRUE,Department of Human Services,Social Services,FALSE,29/07/2016 9:22,FALSE,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Social Services,TRUE,Department of Social Services,Social Services,FALSE,06/07/2016 11:04,FALSE,0,3,0,0,0,0,30,5,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
2015-2016,National Disability Insurance Agency,TRUE,No data,Social Services,FALSE,03/09/2015 10:46,FALSE,0,6,675,10,15,25,0,0,0,3,15,0,0,0,500,0,500,0,0,0,1000,0,0,0
2015-2016,Office of the Aged Care Commissioner,TRUE,No data,Social Services,TRUE,05/07/2016 11:51,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister to the Treasurer,FALSE,No data,Treasury,TRUE,29/07/2016 14:32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Treasurer,FALSE,No data,Treasury,FALSE,29/07/2016 14:26,FALSE,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Auditing and Assurance Standards Board,TRUE,No data,Treasury,TRUE,21/07/2016 15:25,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Accounting Standards Board,TRUE,No data,Treasury,TRUE,12/04/2016 14:34,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Bureau of Statistics,TRUE,Australian Bureau of Statistics,Treasury,FALSE,26/07/2016 12:17,FALSE,0,65,170,10,25,10,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1840,0,0,0
2015-2016,Australian Charities and Not-for-Profits Commission,TRUE,No data,Treasury,FALSE,18/07/2016 11:09,FALSE,0,3,80,0,10,4,0,0,0,1,5,0,2,0,0,0,0,0,0,0,675,0,0,0
2015-2016,Australian Competition and Consumer Commission,TRUE,Australian Competition and Consumer Commission,Treasury,FALSE,15/07/2016 12:03,FALSE,2,13,3357,99,1009,69,0,0,0,0,0,0,0,0,41140,0,235,0,0,0,0,0,0,0
2015-2016,Australian Competition Tribunal,TRUE,No data,Treasury,TRUE,05/07/2016 15:12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Energy Regulator,TRUE,Australian Competition and Consumer Commission,Treasury,TRUE,28/07/2016 13:22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Prudential Regulation Authority,TRUE,No data,Treasury,FALSE,15/07/2016 16:02,FALSE,1,11,759,140,250,59,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Reinsurance Pool Corporation,TRUE,Department of the Treasury,Treasury,TRUE,29/07/2016 14:14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Securities and Investments Commission,TRUE,No data,Treasury,FALSE,20/07/2016 16:52,FALSE,1,50,2130,30,1762,0,0,0,1,0,60,0,0,0,7975,0,0,0,58299,0,11542,0,0,0
2015-2016,Australian Taxation Office,TRUE,No data,Treasury,FALSE,28/07/2016 15:56,FALSE,11,83,36817,1323,7144,1323,0,0,0,1,10,1,2,1,7586,0,72184,0,4803,0,3420,0,0,0
2015-2016,Commonwealth Grants Commission,TRUE,No data,Treasury,FALSE,15/07/2016 11:45,FALSE,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Companies Auditors and Liquidators Disciplinary Board,TRUE,Department of the Treasury,Treasury,TRUE,29/07/2016 14:31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Corporations and Markets Advisory Committee,TRUE,No data,Treasury,TRUE,26/07/2016 10:12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Department of the Treasury,TRUE,Department of the Treasury,Treasury,FALSE,20/07/2016 14:59,FALSE,1,8,3572,516,2208,167,90,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0
2015-2016,Financial Reporting Council,TRUE,Department of the Treasury,Treasury,TRUE,29/07/2016 14:33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Inspector-General of Taxation,TRUE,No data,Treasury,FALSE,28/07/2016 8:36,FALSE,0,5,16,3,14,4,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Small Business,TRUE,Department of the Treasury,Treasury,FALSE,29/07/2016 14:34,FALSE,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,National Competition Council,TRUE,No data,Treasury,TRUE,28/07/2016 13:19,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Productivity Commission,TRUE,No data,Treasury,FALSE,05/07/2016 11:12,FALSE,0,2,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Reserve Bank of Australia,TRUE,No data,Treasury,FALSE,28/07/2016 16:14,FALSE,0,34,157,12,43,18,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2015-2016,Superannuation Complaints Tribunal,TRUE,No data,Treasury,FALSE,26/07/2016 16:43,FALSE,0,4,59,0,0,20,0,0,0,2,10,0,0,0,350,0,0,0,0,0,0,0,0,0
2015-2016,Takeovers Panel,TRUE,Department of the Treasury,Treasury,FALSE,29/07/2016 14:38,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Tax Practitioners Board,TRUE,No data,Treasury,FALSE,01/08/2016 11:06,FALSE,0,7,144,0,10,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Treasurer,TRUE,Department of the Treasury,Treasury,FALSE,22/12/2015 13:52,FALSE,2,6,190,15,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,The Administration of Norfolk Island,TRUE,No data,x Norfolk Island (An external territory),FALSE,01/07/2016 16:43,FALSE,0,2,20,0,0,10,0,0,0,0,0,0,0,0,300,0,300,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
