Report year,Agency name,Is agency active,Administrating Agency Name,Portfolio,Nil return,Date created,Last return by agency,Staff spending 75 per cent plus time on FOI,Staff spending more than 0 less than 75 per cent time on FOI,Estimated APS staff hours where normal duties include FOI,Estimated SES staff hours where normal duties include FOI,Estimated staff hours APS 6 and EL1 to 2 involved in FOI,Estimated staff hours APS 1 to 5 involved in FOI,Estimated staff hours ministers and advisers involved in FOI,Estimated staff hours other ministerial staff involved in FOI,Staff spending 75 per cent time plus on IPS,Staff spending more than 0 less than 75 per cent time on IPS,Estimated APS staff hours where normal duties include IPS,Estimated SES staff hours where normal duties include IPS,Estimated staff hours APS 6 and EL1 to 2 involved in IPS,Estimated staff hours APS 1 to 5 involved in IPS,Admin costs FOI AUD,Admin costs IPS AUD,Legal costs FOI AUD,Legal costs IPS AUD,Litigation costs FOI AUD,Litigation costs IPS AUD,Training costs FOI AUD,Training costs IPS AUD,Other costs FOI AUD,Other costs IPS AUD
2013-2014,Department of Infrastructure and Regional Development,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,16/07/2014 15:35,FALSE,2,3,3120,278,1075,172,106,53,2,3,80,0,0,0,2070,0,0,0,0,0,1600,0,0,0
2013-2014,Department of Infrastructure and Transport,FALSE,No data,Infrastructure and Regional Development,FALSE,21/10/2013 15:49,TRUE,1,1,525,49,159,38,15,5,0,1,20,3,5,5,630,0,0,0,0,0,580,0,0,0
2013-2014,Infrastructure Australia,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,11/07/2014 15:26,FALSE,0,1,730,30,70,80,0,0,0,1,20,0,0,0,2800,0,0,0,0,0,0,0,0,0
2013-2014,International Air Services Commission,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,11/07/2014 15:34,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Infrastructure and Regional Development,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,16/07/2014 15:45,FALSE,0,11,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Infrastructure and Transport ,FALSE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,7/11/2013 10:49,TRUE,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Road Safety,FALSE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,TRUE,7/11/2013 10:47,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Capital Authority,TRUE,No data,Infrastructure and Regional Development,FALSE,30/06/2014 13:43,FALSE,0,5,175,0,7,5,0,0,0,3,12,0,5,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Transport Commission,TRUE,No data,Infrastructure and Regional Development,FALSE,30/07/2014 14:02,FALSE,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary for Infrastructure and Transport,FALSE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,TRUE,7/11/2013 10:46,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Aboriginal Benefit Account Advisory Committee,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,30/07/2014 14:18,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Aboriginal Hostels Limited,TRUE,No data,Prime Minister and Cabinet,TRUE,10/07/2014 14:50,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Public Service Commission,TRUE,Australian Public Service Commission,Prime Minister and Cabinet,FALSE,30/07/2014 16:58,FALSE,0,22,550,30,50,20,1,0,0,10,75,10,20,0,750,500,0,0,0,0,0,0,0,0
2013-2014,Cabinet Secretary,FALSE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,25/07/2014 21:28,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Commonwealth Ombudsman,TRUE,No data,Prime Minister and Cabinet,FALSE,29/07/2014 15:05,FALSE,0,8,1006,13,0,1,0,0,0,1,2,0,0,0,54340,0,3171,0,0,0,0,0,0,0
2013-2014,Coordinator General for Remote Indigenous Services,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,30/07/2014 23:44,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Defence Force Remuneration Tribunal,TRUE,No data,Prime Minister and Cabinet,FALSE,14/07/2014 9:46,FALSE,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Department of the Prime Minister and Cabinet,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,29/07/2014 11:30,FALSE,3,10,9437,1150,1725,1725,0,0,0,0,0,0,0,0,0,0,0,0,10781,0,931,0,0,0
2013-2014,Executive Director of Township Leasing,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,30/07/2014 23:52,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Indigenous Business Australia,TRUE,No data,Prime Minister and Cabinet,FALSE,30/07/2014 23:56,FALSE,0,1,40,5,2,0,0,0,0,1,5,0,0,0,50,0,0,0,0,0,0,0,0,0
2013-2014,Indigenous Land Corporation,TRUE,No data,Prime Minister and Cabinet,FALSE,30/07/2014 23:56,FALSE,0,1,45,0,0,1,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0
2013-2014,Merit Protection Commissioner,TRUE,Australian Public Service Commission,Prime Minister and Cabinet,FALSE,30/07/2014 16:53,FALSE,0,10,65,10,35,10,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0
2013-2014,Minister Assisting the Prime Minister for the Public Service,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,29/07/2014 11:31,FALSE,0,4,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister Assisting the Prime Minister for Women,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2014 14:41,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Indigenous Affairs,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,29/07/2014 11:31,FALSE,0,7,130,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for the Public Service and Integrity,FALSE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,25/07/2014 22:06,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for the Status of Women,FALSE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,21/10/2013 14:48,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Office of the Independent National Security Legislation Monitor (INSLM),TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,31/07/2014 0:12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Office of the Official Secretary to the Governor-General,TRUE,No data,Prime Minister and Cabinet,FALSE,30/07/2014 16:05,FALSE,0,4,1,1,2,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0
2013-2014,Office of the Registrar of Indigenous Corporations,TRUE,No data,Prime Minister and Cabinet,FALSE,21/07/2014 12:07,FALSE,0,24,425,15,20,26,0,0,0,2,4,0,0,0,0,0,16920,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary to the Prime Minister,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2014 14:39,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Prime Minister,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,25/07/2014 16:15,FALSE,0,14,1302,0,0,0,240,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Remuneration Tribunal,TRUE,No data,Prime Minister and Cabinet,FALSE,14/07/2014 9:54,FALSE,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Torres Strait Regional Authority,TRUE,No data,Prime Minister and Cabinet,FALSE,31/07/2014 0:24,FALSE,0,4,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Wreck Bay Aboriginal Community Council ,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,31/07/2014 0:25,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Assistant Minister for Social Services,TRUE,Department of Social Services,Social Services,FALSE,30/07/2014 11:39,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Hearing,TRUE,No data,Social Services,FALSE,1/07/2014 12:17,FALSE,0,2,50,2,0,10,0,0,0,0,0,0,0,0,250,0,1000,0,0,0,0,0,0,0
2013-2014,Australian Institute of Family Studies,TRUE,No data,Social Services,TRUE,1/07/2014 13:10,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Department of Human Services,TRUE,Department of Human Services,Social Services,FALSE,15/07/2014 12:47,FALSE,31,578,55800,2160,2976,20352,225,113,0,7,96,94,48,72,78631,0,53870,0,3850,0,22905,0,0,0
2013-2014,Department of Social Services,TRUE,Department of Social Services,Social Services,FALSE,14/07/2014 12:33,FALSE,4,532,7800,821,1050,104,175,88,0,4,95,0,25,0,175,0,4413,0,0,0,7425,0,0,0
2013-2014,Minister for Community Services,FALSE,Department of Social Services,Social Services,TRUE,2/05/2014 14:49,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Disability Reform,FALSE,Department of Social Services,Social Services,TRUE,2/05/2014 14:50,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Homelessness,FALSE,Department of Social Services,Social Services,TRUE,2/05/2014 14:51,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Housing,FALSE,Department of Social Services,Social Services,TRUE,2/05/2014 14:52,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Human Services,TRUE,Department of Human Services,Social Services,FALSE,31/07/2014 0:03,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Social Services,TRUE,Department of Social Services,Social Services,TRUE,7/07/2014 13:21,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Disability Insurance Agency,TRUE,No data,Social Services,FALSE,17/10/2013 9:44,FALSE,0,4,259,16,24,2,2,0,0,3,40,1,5,0,129,10,3520,0,0,0,0,0,0,0
2013-2014,Office of the Aged Care Commissioner,TRUE,No data,Social Services,FALSE,30/06/2014 13:36,FALSE,0,2,0,0,5,0,0,0,0,2,10,0,2,0,0,0,0,319,0,0,0,0,0,0
2013-2014,Parliamentary Secretary for Disabilities and Carers,FALSE,Department of Social Services,Social Services,TRUE,2/05/2014 14:52,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary to the Minister for Social Services,TRUE,Department of Social Services,Social Services,TRUE,7/07/2014 13:20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Social Security Appeals Tribunal,TRUE,No data,Social Services,FALSE,30/07/2014 13:09,FALSE,0,3,51,0,0,0,0,0,0,3,40,0,0,0,182,0,0,0,0,0,0,0,0,0
2013-2014,The Administration of Norfolk Island,TRUE,No data,The Administration of Norfolk Island,FALSE,31/07/2014 0:23,FALSE,0,2,20,0,0,10,0,0,0,1,10,0,0,0,200,100,100,0,0,0,0,0,0,0
2013-2014,Assistant Treasurer,TRUE,Department of the Treasury,Treasury,FALSE,30/07/2014 23:18,FALSE,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Auditing and Assurance Standards Board,TRUE,No data,Treasury,TRUE,17/07/2014 13:46,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Accounting Standards Board,TRUE,No data,Treasury,TRUE,7/07/2014 15:15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Bureau of Statistics,TRUE,Australian Bureau of Statistics,Treasury,FALSE,30/07/2014 23:24,FALSE,0,5,25,1,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1600,0,0,0
2013-2014,Australian Charities and Not-for-Profits Commission,TRUE,No data,Treasury,FALSE,1/07/2014 11:01,FALSE,0,3,70,1,3,0,0,0,0,3,50,0,5,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Competition and Consumer Commission,TRUE,Australian Competition and Consumer Commission,Treasury,FALSE,8/07/2014 13:15,FALSE,2,17,0,18,2946,1482,0,0,0,2,0,0,0,10,24281,0,3391,0,0,0,0,0,0,0
2013-2014,Australian Competition Tribunal,TRUE,No data,Treasury,TRUE,30/07/2014 23:27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Energy Regulator,TRUE,Australian Competition and Consumer Commission,Treasury,FALSE,8/07/2014 13:14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Prudential Regulation Authority,TRUE,No data,Treasury,FALSE,27/06/2014 15:13,FALSE,0,14,712,35,500,125,0,0,0,2,1,0,0,0,0,0,0,0,49306,0,3549,0,0,0
2013-2014,Australian Reinsurance Pool Corporation,TRUE,Department of the Treasury,Treasury,FALSE,30/07/2014 23:36,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Securities and Investments Commission,TRUE,No data,Treasury,FALSE,30/07/2014 23:37,FALSE,1,90,2261,50,3260,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Taxation Office,TRUE,No data,Treasury,FALSE,24/01/2014 13:07,FALSE,31,50,67900,100,25000,7000,0,0,0,1,400,12,250,5,86842,0,171177,0,16306,0,675,0,0,0
2013-2014,Clean Energy Finance Corporation,TRUE,No data,Treasury,FALSE,26/06/2014 10:43,FALSE,0,10,138,8,0,0,0,0,0,2,2,0,0,0,200,0,11650,0,0,0,396,0,0,0
2013-2014,Commonwealth Grants Commission,TRUE,No data,Treasury,TRUE,9/07/2014 10:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Companies Auditors and Liquidators Disciplinary Board,TRUE,Department of the Treasury,Treasury,TRUE,30/07/2014 23:43,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Corporations and Markets Advisory Committee,TRUE,No data,Treasury,TRUE,21/07/2014 11:53,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Department of the Treasury,TRUE,Department of the Treasury,Treasury,FALSE,14/11/2013 14:04,FALSE,1,8,5266,1366,1088,150,135,0,0,0,0,0,0,0,0,0,0,0,0,0,2470,0,0,0
2013-2014,Financial Reporting Council,TRUE,Department of the Treasury,Treasury,TRUE,30/07/2014 23:53,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Financial Reporting Panel,FALSE,Department of the Treasury,Treasury,TRUE,25/07/2014 21:35,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Inspector-General of Taxation,TRUE,No data,Treasury,FALSE,30/07/2014 23:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Financial Services and Superannuation,FALSE,Department of the Treasury,Treasury,TRUE,27/07/2014 17:49,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Small Business,TRUE,Department of the Treasury,Treasury,TRUE,31/07/2014 0:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Competition Council,TRUE,No data,Treasury,TRUE,31/07/2014 0:07,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary to the Treasurer,TRUE,Department of the Treasury,Treasury,TRUE,31/07/2014 0:27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Productivity Commission,TRUE,No data,Treasury,FALSE,15/07/2014 11:13,FALSE,0,2,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Reserve Bank of Australia,TRUE,No data,Treasury,FALSE,17/07/2014 15:58,FALSE,0,22,134,76,20,20,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0
2013-2014,Superannuation Complaints Tribunal,TRUE,No data,Treasury,FALSE,10/07/2014 15:33,FALSE,0,2,37,0,0,0,0,0,0,3,0,0,0,0,299,0,0,0,0,0,0,0,0,0
2013-2014,Takeovers Panel,TRUE,Department of the Treasury,Treasury,TRUE,31/07/2014 0:23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Tax Practitioners Board,TRUE,No data,Treasury,FALSE,29/07/2014 12:10,FALSE,0,1,1000,100,1,1,0,0,0,1,1,0,0,0,0,0,41960,0,0,0,975,0,0,0
2013-2014,Treasurer,TRUE,Department of the Treasury,Treasury,FALSE,31/07/2014 0:24,FALSE,4,2,270,20,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,"Department of Education, Employment and Workplace Relations",FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,FALSE,28/11/2013 12:19,TRUE,11,3,3614,81,270,167,0,0,0,15,262,5,3,3,3868,0,0,0,0,0,0,0,0,2878
2013-2014,"Department of Regional Australia, Local Government, Arts and Sport",FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,FALSE,14/10/2013 12:22,TRUE,1,1,525,50,140,35,5,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,"Department of Resources, Energy and Tourism",FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,FALSE,21/10/2013 7:54,TRUE,1,1,40,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,"Dept of Families, Housing, Community Services and Indigenous Affairs",FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,FALSE,21/10/2013 14:39,TRUE,3,156,1660,130,330,60,1,2,0,34,30,1,20,0,75,0,275,0,0,0,0,0,100,0
2013-2014,Min for Early Childhood Childcare Youth and Employment Participation,FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,TRUE,9/12/2013 15:01,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Education and Workplace Relations,FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,FALSE,26/11/2013 16:18,TRUE,0,1,47,2,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,"Minister for Families, Community Services and Indigenous Affairs",FALSE,Department of Social Services,x Ceased during year - does not fit under an ongoing Portfolio,TRUE,21/10/2013 14:49,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Indigenous Employment and Economic Development,FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,TRUE,9/12/2013 15:03,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,"Minister for Regional Australia, Regional Development and Local Govt",FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,TRUE,16/07/2014 15:58,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Resources and Energy,FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,FALSE,16/10/2013 16:28,TRUE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,"Minister for Tertiary Education, Skills, Science and Research ",FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,TRUE,16/07/2014 7:19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary for Higher Education and Skills,FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,TRUE,16/07/2014 7:45,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary for School Education and Workplace Relations,FALSE,No data,x Ceased during year - does not fit under an ongoing Portfolio,TRUE,25/07/2014 22:02,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
